invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total,month,hour
1739,WALM071,Lufkin,Home and lifestyle,54.0,1.0,2022-10-10,22:03:00,Ewallet,7.0,0.33,54.0,10,22
1740,WALM093,Angleton,Fashion accessories,51.0,3.0,2022-09-10,18:02:00,Ewallet,7.0,0.33,153.0,9,18
1741,WALM005,Fort Worth,Home and lifestyle,45.0,3.0,2021-11-08,9:06:00,Ewallet,9.0,0.48,135.0,11,9
1742,WALM019,Pasadena,Fashion accessories,40.0,1.0,2023-01-19,12:07:00,Ewallet,6.0,0.48,40.0,1,12
1743,WALM083,Farmers Branch,Home and lifestyle,29.0,2.0,2023-05-01,16:14:00,Ewallet,8.0,0.33,58.0,5,16
1744,WALM092,Lake Jackson,Fashion accessories,63.0,2.0,2021-09-12,14:20:00,Ewallet,7.0,0.33,126.0,9,14
1745,WALM015,Grand Prairie,Home and lifestyle,41.0,1.0,2021-10-08,13:54:00,Ewallet,9.0,0.48,41.0,10,13
1746,WALM005,Fort Worth,Fashion accessories,67.0,2.0,2023-09-02,21:00:00,Ewallet,8.0,0.48,134.0,9,21
1747,WALM033,Pearland,Home and lifestyle,74.0,3.0,2022-08-16,18:53:00,Ewallet,5.0,0.48,222.0,8,18
1748,WALM026,Denton,Fashion accessories,52.0,2.0,2021-03-05,8:59:00,Ewallet,9.0,0.48,104.0,3,8
1749,WALM076,Huntsville,Home and lifestyle,57.0,1.0,2020-09-17,14:27:00,Ewallet,9.0,0.33,57.0,9,14
1750,WALM052,Mansfield,Fashion accessories,30.0,3.0,2020-07-27,13:12:00,Ewallet,9.0,0.57,90.0,7,13
1751,WALM096,Eagle Pass,Home and lifestyle,74.0,3.0,2021-05-11,19:28:00,Ewallet,4.0,0.33,222.0,5,19
1752,WALM080,Nacogdoches,Fashion accessories,76.0,1.0,2023-08-08,6:21:00,Ewallet,9.0,0.33,76.0,8,6
1753,WALM052,Mansfield,Home and lifestyle,47.0,3.0,2020-06-10,6:54:00,Ewallet,8.0,0.57,141.0,6,6
1754,WALM071,Lufkin,Fashion accessories,26.0,3.0,2023-02-27,6:04:00,Ewallet,9.0,0.33,78.0,2,6
1755,WALM047,Flower Mound,Home and lifestyle,25.0,1.0,2022-05-22,8:37:00,Ewallet,9.0,0.48,25.0,5,8
1756,WALM040,Edinburg,Fashion accessories,73.0,1.0,2020-05-05,16:07:00,Ewallet,9.0,0.48,73.0,5,16
1757,WALM081,Friendswood,Home and lifestyle,28.0,1.0,2021-12-16,12:03:00,Ewallet,4.0,0.33,28.0,12,12
1758,WALM072,Lancaster,Fashion accessories,59.0,1.0,2021-02-16,9:16:00,Ewallet,8.0,0.33,59.0,2,9
1759,WALM026,Denton,Home and lifestyle,68.0,2.0,2022-01-18,11:38:00,Ewallet,8.0,0.48,136.0,1,11
1760,WALM093,Angleton,Fashion accessories,35.0,3.0,2021-04-13,7:30:00,Ewallet,4.0,0.33,105.0,4,7
1761,WALM077,Coppell,Home and lifestyle,38.0,3.0,2022-03-06,8:05:00,Ewallet,8.0,0.33,114.0,3,8
1762,WALM091,Little Elm,Fashion accessories,25.0,2.0,2021-11-23,11:26:00,Ewallet,6.0,0.33,50.0,11,11
1763,WALM008,Corpus Christi,Home and lifestyle,47.0,2.0,2021-12-07,14:18:00,Ewallet,4.0,0.48,94.0,12,14
1764,WALM092,Lake Jackson,Fashion accessories,34.0,2.0,2022-10-18,19:54:00,Ewallet,6.0,0.33,68.0,10,19
1765,WALM079,La Porte,Home and lifestyle,70.0,2.0,2020-04-14,10:23:00,Ewallet,4.0,0.33,140.0,4,10
1766,WALM085,Kerrville,Fashion accessories,75.0,2.0,2020-02-28,9:19:00,Ewallet,8.0,0.33,150.0,2,9
1767,WALM083,Farmers Branch,Home and lifestyle,57.0,1.0,2020-01-30,14:17:00,Ewallet,6.0,0.33,57.0,1,14
1768,WALM100,Canyon,Fashion accessories,83.0,1.0,2020-08-12,21:26:00,Ewallet,6.0,0.18,83.0,8,21
1769,WALM021,McAllen,Home and lifestyle,21.0,1.0,2021-04-03,13:31:00,Ewallet,4.0,0.48,21.0,4,13
1770,WALM016,Brownsville,Fashion accessories,61.0,2.0,2023-11-29,20:59:00,Ewallet,9.0,0.48,122.0,11,20
1771,WALM037,League City,Home and lifestyle,38.0,2.0,2023-02-02,13:11:00,Ewallet,7.0,0.48,76.0,2,13
1772,WALM053,Conroe,Fashion accessories,72.0,2.0,2021-01-29,8:40:00,Ewallet,8.0,0.57,144.0,1,8
1773,WALM039,Longview,Home and lifestyle,67.0,3.0,2023-06-14,17:10:00,Ewallet,7.0,0.48,201.0,6,17
1774,WALM068,Burleson,Fashion accessories,77.0,3.0,2021-06-12,7:07:00,Ewallet,7.0,0.33,231.0,6,7
1775,WALM044,Pharr,Home and lifestyle,32.0,3.0,2020-01-04,16:10:00,Ewallet,6.0,0.48,96.0,1,16
1776,WALM071,Lufkin,Fashion accessories,84.0,3.0,2021-02-24,13:58:00,Ewallet,8.0,0.33,252.0,2,13
1777,WALM004,Austin,Home and lifestyle,73.0,3.0,2021-07-30,21:22:00,Ewallet,7.0,0.48,219.0,7,21
1778,WALM083,Farmers Branch,Fashion accessories,71.0,3.0,2021-12-29,17:31:00,Ewallet,5.0,0.33,213.0,12,17
1779,WALM044,Pharr,Home and lifestyle,42.0,1.0,2023-02-04,13:13:00,Ewallet,6.0,0.48,42.0,2,13
1780,WALM042,Bryan,Fashion accessories,55.0,2.0,2020-08-26,9:16:00,Ewallet,9.0,0.48,110.0,8,9
1781,WALM016,Brownsville,Home and lifestyle,68.0,1.0,2021-10-12,18:50:00,Ewallet,7.0,0.48,68.0,10,18
1782,WALM059,Pflugerville,Fashion accessories,40.0,2.0,2020-03-10,20:08:00,Ewallet,6.0,0.33,80.0,3,20
1783,WALM047,Flower Mound,Home and lifestyle,72.0,3.0,2022-10-31,21:50:00,Ewallet,6.0,0.48,216.0,10,21
1784,WALM036,Allen,Fashion accessories,53.0,1.0,2020-11-30,9:30:00,Ewallet,7.0,0.48,53.0,11,9
1785,WALM044,Pharr,Home and lifestyle,16.0,3.0,2023-05-23,6:16:00,Ewallet,5.0,0.48,48.0,5,6
1786,WALM096,Eagle Pass,Fashion accessories,29.0,1.0,2020-01-27,14:50:00,Ewallet,6.0,0.18,29.0,1,14
1787,WALM090,Brownwood,Home and lifestyle,24.0,1.0,2023-03-14,17:14:00,Ewallet,7.0,0.33,24.0,3,17
1788,WALM097,Alice,Fashion accessories,43.0,1.0,2023-10-30,12:15:00,Ewallet,8.0,0.18,43.0,10,12
1789,WALM008,Corpus Christi,Home and lifestyle,75.0,3.0,2020-03-25,7:45:00,Ewallet,8.0,0.48,225.0,3,7
1790,WALM024,Carrollton,Fashion accessories,59.0,2.0,2020-05-25,22:58:00,Ewallet,8.0,0.48,118.0,5,22
1791,WALM010,Laredo,Home and lifestyle,28.0,1.0,2021-11-25,18:20:00,Ewallet,8.0,0.48,28.0,11,18
1792,WALM009,Plano,Fashion accessories,16.0,1.0,2022-01-23,18:19:00,Ewallet,9.0,0.48,16.0,1,18
1793,WALM085,Kerrville,Home and lifestyle,19.0,1.0,2022-04-06,20:16:00,Ewallet,5.0,0.33,19.0,4,20
1794,WALM024,Carrollton,Fashion accessories,75.0,2.0,2021-11-07,8:01:00,Ewallet,6.0,0.48,150.0,11,8
1795,WALM079,La Porte,Home and lifestyle,27.0,3.0,2020-08-26,11:24:00,Ewallet,7.0,0.33,81.0,8,11
1796,WALM096,Eagle Pass,Fashion accessories,75.0,3.0,2022-06-05,14:27:00,Ewallet,6.0,0.18,225.0,6,14
1797,WALM091,Little Elm,Home and lifestyle,24.0,2.0,2023-08-27,18:13:00,Ewallet,7.0,0.33,48.0,8,18
1798,WALM011,Lubbock,Fashion accessories,33.0,3.0,2020-07-24,10:27:00,Ewallet,7.0,0.48,99.0,7,10
1799,WALM027,Abilene,Home and lifestyle,74.0,1.0,2023-09-27,12:39:00,Ewallet,6.0,0.48,74.0,9,12
1800,WALM036,Allen,Fashion accessories,77.0,2.0,2023-06-17,6:08:00,Ewallet,6.0,0.48,154.0,6,6
1801,WALM047,Flower Mound,Home and lifestyle,61.0,2.0,2020-08-29,11:29:00,Ewallet,6.0,0.48,122.0,8,11
1802,WALM030,Richardson,Fashion accessories,28.0,3.0,2023-01-18,10:03:00,Ewallet,8.0,0.48,84.0,1,10
1803,WALM006,El Paso,Home and lifestyle,45.0,3.0,2020-12-21,9:43:00,Ewallet,6.0,0.48,135.0,12,9
1804,WALM042,Bryan,Fashion accessories,40.0,1.0,2020-03-19,16:51:00,Ewallet,7.0,0.48,40.0,3,16
1805,WALM077,Coppell,Home and lifestyle,16.0,1.0,2023-12-27,19:49:00,Ewallet,5.0,0.33,16.0,12,19
1806,WALM043,Baytown,Fashion accessories,44.0,2.0,2021-12-08,12:26:00,Ewallet,7.0,0.48,88.0,12,12
1807,WALM062,Galveston,Home and lifestyle,49.0,1.0,2023-03-14,10:44:00,Ewallet,9.0,0.33,49.0,3,10
1808,WALM024,Carrollton,Fashion accessories,74.0,3.0,2021-06-22,7:04:00,Ewallet,8.0,0.48,222.0,6,7
1809,WALM008,Corpus Christi,Home and lifestyle,23.0,1.0,2023-05-12,17:04:00,Ewallet,5.0,0.48,23.0,5,17
1810,WALM076,Huntsville,Fashion accessories,46.0,3.0,2023-12-11,19:23:00,Ewallet,7.0,0.33,138.0,12,19
1811,WALM041,Mission,Home and lifestyle,47.0,3.0,2021-09-05,18:54:00,Ewallet,7.0,0.48,141.0,9,18
1812,WALM081,Friendswood,Fashion accessories,58.0,1.0,2020-02-07,19:15:00,Ewallet,5.0,0.33,58.0,2,19
1813,WALM044,Pharr,Home and lifestyle,77.0,1.0,2022-01-06,8:04:00,Ewallet,8.0,0.48,77.0,1,8
1814,WALM047,Flower Mound,Fashion accessories,26.0,2.0,2021-09-19,20:21:00,Ewallet,5.0,0.48,52.0,9,20
1815,WALM036,Allen,Home and lifestyle,24.0,1.0,2023-09-10,6:11:00,Ewallet,8.0,0.48,24.0,9,6
1816,WALM097,Alice,Fashion accessories,46.0,2.0,2023-04-20,7:10:00,Ewallet,6.0,0.18,92.0,4,7
1817,WALM076,Huntsville,Home and lifestyle,15.0,3.0,2020-04-11,15:12:00,Ewallet,9.0,0.33,45.0,4,15
1818,WALM070,Hurst,Fashion accessories,27.0,1.0,2021-01-06,10:14:00,Ewallet,4.0,0.33,27.0,1,10
1819,WALM031,Lewisville,Home and lifestyle,68.0,2.0,2020-12-20,9:25:00,Ewallet,6.0,0.48,136.0,12,9
1820,WALM009,Plano,Fashion accessories,64.0,2.0,2021-03-16,13:36:00,Ewallet,5.0,0.48,128.0,3,13
1821,WALM091,Little Elm,Home and lifestyle,40.0,3.0,2021-10-03,8:54:00,Ewallet,7.0,0.33,120.0,10,8
1822,WALM048,Harlingen,Fashion accessories,15.0,3.0,2021-04-20,16:05:00,Ewallet,4.0,0.48,45.0,4,16
1823,WALM042,Bryan,Home and lifestyle,73.0,3.0,2023-08-02,17:16:00,Ewallet,5.0,0.48,219.0,8,17
1824,WALM097,Alice,Fashion accessories,45.0,2.0,2021-05-25,19:00:00,Ewallet,8.0,0.18,90.0,5,19
1825,WALM005,Fort Worth,Home and lifestyle,44.0,3.0,2022-02-26,18:32:00,Ewallet,9.0,0.48,132.0,2,18
1826,WALM016,Brownsville,Fashion accessories,56.0,2.0,2023-07-28,16:20:00,Ewallet,8.0,0.48,112.0,7,16
1827,WALM026,Denton,Home and lifestyle,17.0,1.0,2020-11-01,6:59:00,Ewallet,5.0,0.48,17.0,11,6
1828,WALM002,Dallas,Fashion accessories,38.0,3.0,2022-06-25,18:43:00,Ewallet,7.0,0.36,114.0,6,18
1829,WALM063,Georgetown,Home and lifestyle,73.0,3.0,2021-12-25,7:31:00,Ewallet,7.0,0.33,219.0,12,7
1830,WALM001,Houston,Fashion accessories,30.0,1.0,2020-01-27,19:13:00,Ewallet,5.0,0.36,30.0,1,19
1831,WALM008,Corpus Christi,Home and lifestyle,76.0,1.0,2022-01-20,15:44:00,Ewallet,4.0,0.48,76.0,1,15
1832,WALM053,Conroe,Fashion accessories,75.0,2.0,2023-11-17,20:39:00,Ewallet,9.0,0.57,150.0,11,20
1833,WALM076,Huntsville,Home and lifestyle,42.0,1.0,2020-04-03,7:03:00,Ewallet,5.0,0.33,42.0,4,7
1834,WALM027,Abilene,Fashion accessories,81.0,3.0,2023-01-17,9:32:00,Ewallet,8.0,0.48,243.0,1,9
1835,WALM034,College Station,Home and lifestyle,39.0,3.0,2021-01-27,8:56:00,Ewallet,9.0,0.48,117.0,1,8
1836,WALM072,Lancaster,Fashion accessories,70.0,2.0,2020-09-19,8:48:00,Ewallet,8.0,0.33,140.0,9,8
1837,WALM083,Farmers Branch,Home and lifestyle,33.0,2.0,2022-08-29,13:30:00,Ewallet,9.0,0.33,66.0,8,13
1838,WALM016,Brownsville,Fashion accessories,46.0,1.0,2020-05-21,20:26:00,Ewallet,7.0,0.48,46.0,5,20
1839,WALM019,Pasadena,Home and lifestyle,28.0,2.0,2020-07-09,16:06:00,Ewallet,7.0,0.48,56.0,7,16
1840,WALM080,Nacogdoches,Fashion accessories,80.0,2.0,2020-02-22,22:13:00,Ewallet,8.0,0.33,160.0,2,22
1841,WALM015,Grand Prairie,Home and lifestyle,24.0,2.0,2023-07-28,11:58:00,Ewallet,6.0,0.48,48.0,7,11
1842,WALM058,Port Arthur,Fashion accessories,59.0,3.0,2020-04-04,6:34:00,Ewallet,9.0,0.33,177.0,4,6
1843,WALM066,Grapevine,Home and lifestyle,72.0,2.0,2023-07-13,13:09:00,Ewallet,4.0,0.33,144.0,7,13
1844,WALM081,Friendswood,Fashion accessories,36.0,2.0,2021-07-26,16:36:00,Ewallet,7.0,0.33,72.0,7,16
1845,WALM028,Odessa,Home and lifestyle,62.0,2.0,2022-06-03,13:31:00,Ewallet,9.0,0.48,124.0,6,13
1846,WALM090,Brownwood,Fashion accessories,79.0,1.0,2023-09-29,9:44:00,Ewallet,8.0,0.33,79.0,9,9
1847,WALM036,Allen,Home and lifestyle,61.0,1.0,2020-01-24,9:08:00,Ewallet,4.0,0.48,61.0,1,9
1848,WALM031,Lewisville,Fashion accessories,75.0,3.0,2022-04-08,16:28:00,Ewallet,6.0,0.48,225.0,4,16
1849,WALM034,College Station,Home and lifestyle,33.0,1.0,2021-12-11,22:55:00,Ewallet,6.0,0.48,33.0,12,22
1850,WALM043,Baytown,Fashion accessories,67.0,2.0,2021-01-13,6:45:00,Ewallet,6.0,0.48,134.0,1,6
1851,WALM019,Pasadena,Home and lifestyle,72.0,3.0,2023-08-20,8:49:00,Ewallet,4.0,0.48,216.0,8,8
1852,WALM080,Nacogdoches,Fashion accessories,75.0,1.0,2023-11-14,8:15:00,Ewallet,7.0,0.33,75.0,11,8
1853,WALM043,Baytown,Home and lifestyle,22.0,2.0,2022-09-23,20:10:00,Ewallet,6.0,0.48,44.0,9,20
1854,WALM051,New Braunfels,Fashion accessories,30.0,2.0,2022-01-02,15:12:00,Ewallet,9.0,0.48,60.0,1,15
1855,WALM015,Grand Prairie,Home and lifestyle,63.0,1.0,2020-10-07,22:14:00,Ewallet,8.0,0.48,63.0,10,22
1856,WALM064,Bedford,Fashion accessories,35.0,1.0,2022-02-07,18:03:00,Ewallet,6.0,0.33,35.0,2,18
1857,WALM042,Bryan,Home and lifestyle,38.0,2.0,2022-10-19,19:37:00,Ewallet,6.0,0.48,76.0,10,19
1858,WALM010,Laredo,Fashion accessories,17.0,2.0,2020-09-27,17:46:00,Ewallet,6.0,0.48,34.0,9,17
1859,WALM081,Friendswood,Home and lifestyle,57.0,1.0,2023-12-11,19:04:00,Ewallet,6.0,0.33,57.0,12,19
1860,WALM061,Cedar Park,Fashion accessories,18.0,2.0,2020-04-27,17:58:00,Ewallet,5.0,0.33,36.0,4,17
1861,WALM052,Mansfield,Home and lifestyle,57.0,1.0,2022-09-26,7:55:00,Ewallet,6.0,0.57,57.0,9,7
1862,WALM098,Mineral Wells,Fashion accessories,18.0,2.0,2020-12-09,19:24:00,Ewallet,6.0,0.18,36.0,12,19
1863,WALM001,Houston,Home and lifestyle,68.0,1.0,2020-10-06,19:09:00,Ewallet,9.0,0.36,68.0,10,19
1864,WALM024,Carrollton,Fashion accessories,80.0,1.0,2023-09-24,17:47:00,Ewallet,8.0,0.48,80.0,9,17
1865,WALM045,Missouri City,Home and lifestyle,72.0,3.0,2020-05-04,13:24:00,Credit card,9.0,0.48,216.0,5,13
1866,WALM057,Euless,Fashion accessories,63.0,3.0,2023-05-21,10:05:00,Ewallet,4.0,0.33,189.0,5,10
1867,WALM092,Lake Jackson,Home and lifestyle,37.0,2.0,2020-02-13,9:01:00,Ewallet,4.0,0.33,74.0,2,9
1868,WALM064,Bedford,Fashion accessories,23.0,2.0,2022-12-05,12:08:00,Ewallet,8.0,0.33,46.0,12,12
1869,WALM041,Mission,Home and lifestyle,31.0,3.0,2022-05-28,10:40:00,Ewallet,4.0,0.48,93.0,5,10
1870,WALM048,Harlingen,Fashion accessories,78.0,2.0,2023-04-05,11:26:00,Ewallet,8.0,0.48,156.0,4,11
1871,WALM026,Denton,Home and lifestyle,63.0,2.0,2021-06-21,21:18:00,Ewallet,5.0,0.48,126.0,6,21
1872,WALM067,Haltom City,Fashion accessories,40.0,2.0,2023-10-05,9:26:00,Ewallet,7.0,0.33,80.0,10,9
1873,WALM013,Irving,Home and lifestyle,17.0,3.0,2021-02-15,9:05:00,Ewallet,9.0,0.48,51.0,2,9
1874,WALM004,Austin,Fashion accessories,70.0,1.0,2022-11-04,20:02:00,Ewallet,8.0,0.48,70.0,11,20
1875,WALM100,Canyon,Home and lifestyle,43.0,3.0,2022-10-19,8:11:00,Ewallet,9.0,0.18,129.0,10,8
1876,WALM005,Fort Worth,Fashion accessories,37.0,3.0,2023-08-26,19:21:00,Ewallet,7.0,0.48,111.0,8,19
1877,WALM020,Killeen,Home and lifestyle,43.0,1.0,2023-12-16,10:50:00,Ewallet,4.0,0.48,43.0,12,10
1878,WALM030,Richardson,Fashion accessories,52.0,2.0,2020-12-18,19:34:00,Ewallet,8.0,0.48,104.0,12,19
1879,WALM042,Bryan,Home and lifestyle,78.0,2.0,2020-11-16,13:57:00,Ewallet,6.0,0.48,156.0,11,13
1880,WALM090,Brownwood,Fashion accessories,32.0,2.0,2022-07-14,6:32:00,Ewallet,6.0,0.33,64.0,7,6
1881,WALM002,Dallas,Home and lifestyle,27.0,3.0,2023-06-11,14:37:00,Ewallet,6.0,0.36,81.0,6,14
1882,WALM027,Abilene,Fashion accessories,26.0,2.0,2021-07-05,14:02:00,Ewallet,5.0,0.48,52.0,7,14
1883,WALM028,Odessa,Home and lifestyle,54.0,2.0,2022-03-18,21:01:00,Ewallet,9.0,0.48,108.0,3,21
1884,WALM043,Baytown,Fashion accessories,84.0,2.0,2020-07-02,18:13:00,Ewallet,5.0,0.48,168.0,7,18
1885,WALM022,Mesquite,Home and lifestyle,31.0,3.0,2020-01-09,17:22:00,Ewallet,5.0,0.48,93.0,1,17
1886,WALM096,Eagle Pass,Fashion accessories,31.0,3.0,2022-09-17,11:16:00,Ewallet,8.0,0.18,93.0,9,11
1887,WALM040,Edinburg,Home and lifestyle,80.0,3.0,2021-09-16,11:19:00,Ewallet,5.0,0.48,240.0,9,11
1888,WALM097,Alice,Fashion accessories,33.0,2.0,2020-09-18,22:10:00,Ewallet,9.0,0.18,66.0,9,22
1889,WALM040,Edinburg,Home and lifestyle,21.0,2.0,2023-08-17,15:38:00,Ewallet,8.0,0.48,42.0,8,15
1890,WALM018,Frisco,Fashion accessories,45.0,3.0,2022-03-28,9:25:00,Ewallet,4.0,0.48,135.0,3,9
1891,WALM097,Alice,Home and lifestyle,60.0,1.0,2021-04-20,20:19:00,Ewallet,6.0,0.18,60.0,4,20
1892,WALM022,Mesquite,Fashion accessories,24.0,1.0,2022-12-28,7:05:00,Ewallet,6.0,0.48,24.0,12,7
1924,WALM077,Coppell,Fashion accessories,72.0,3.0,2023-08-29,16:13:00,Ewallet,8.0,0.33,216.0,8,16
1925,WALM037,League City,Home and lifestyle,71.0,2.0,2021-03-14,8:00:00,Ewallet,9.0,0.48,142.0,3,8
1926,WALM081,Friendswood,Fashion accessories,69.0,3.0,2020-03-27,14:56:00,Ewallet,8.0,0.33,207.0,3,14
1927,WALM028,Odessa,Home and lifestyle,49.0,3.0,2022-10-13,6:07:00,Ewallet,4.0,0.48,147.0,10,6
1928,WALM033,Pearland,Fashion accessories,25.0,1.0,2021-10-26,6:49:00,Ewallet,9.0,0.48,25.0,10,6
1929,WALM039,Longview,Home and lifestyle,41.0,1.0,2021-03-03,9:07:00,Ewallet,4.0,0.48,41.0,3,9
1930,WALM033,Pearland,Fashion accessories,68.0,3.0,2022-09-19,9:19:00,Ewallet,5.0,0.48,204.0,9,9
1931,WALM088,Cleburne,Home and lifestyle,39.0,1.0,2023-02-15,21:04:00,Ewallet,6.0,0.33,39.0,2,21
1932,WALM020,Killeen,Fashion accessories,63.0,3.0,2022-11-29,16:09:00,Ewallet,6.0,0.48,189.0,11,16
1933,WALM085,Kerrville,Home and lifestyle,75.0,1.0,2023-05-28,20:11:00,Ewallet,6.0,0.33,75.0,5,20
1934,WALM005,Fort Worth,Fashion accessories,57.0,3.0,2023-09-08,12:03:00,Ewallet,8.0,0.48,171.0,9,12
1935,WALM004,Austin,Home and lifestyle,62.0,2.0,2023-10-26,7:52:00,Ewallet,5.0,0.48,124.0,10,7
1936,WALM072,Lancaster,Fashion accessories,19.0,2.0,2023-12-01,10:38:00,Ewallet,6.0,0.33,38.0,12,10
1937,WALM020,Killeen,Home and lifestyle,63.0,3.0,2021-07-30,18:46:00,Ewallet,8.0,0.48,189.0,7,18
1938,WALM063,Georgetown,Fashion accessories,36.0,3.0,2023-02-25,6:51:00,Ewallet,5.0,0.33,108.0,2,6
1939,WALM024,Carrollton,Home and lifestyle,55.0,3.0,2022-09-18,7:30:00,Ewallet,7.0,0.48,165.0,9,7
1940,WALM009,Plano,Fashion accessories,48.0,3.0,2022-08-20,16:04:00,Ewallet,8.0,0.48,144.0,8,16
1941,WALM078,Del Rio,Home and lifestyle,74.0,3.0,2021-03-18,17:32:00,Ewallet,5.0,0.33,222.0,3,17
1942,WALM005,Fort Worth,Fashion accessories,45.0,1.0,2020-07-20,19:40:00,Ewallet,6.0,0.48,45.0,7,19
1943,WALM030,Richardson,Home and lifestyle,72.0,1.0,2023-01-25,21:14:00,Ewallet,7.0,0.48,72.0,1,21
1944,WALM012,Garland,Fashion accessories,65.0,3.0,2020-09-07,21:01:00,Ewallet,6.0,0.48,195.0,9,21
1945,WALM057,Euless,Home and lifestyle,34.0,1.0,2021-07-30,8:25:00,Ewallet,6.0,0.33,34.0,7,8
1946,WALM036,Allen,Fashion accessories,40.0,2.0,2021-04-12,23:00:00,Ewallet,8.0,0.48,80.0,4,23
1947,WALM033,Pearland,Home and lifestyle,24.0,1.0,2022-07-04,7:10:00,Ewallet,7.0,0.48,24.0,7,7
1948,WALM062,Galveston,Fashion accessories,68.0,2.0,2020-09-20,9:54:00,Ewallet,8.0,0.33,136.0,9,9
1949,WALM013,Irving,Home and lifestyle,22.0,1.0,2023-12-28,7:30:00,Ewallet,6.0,0.48,22.0,12,7
1950,WALM012,Garland,Fashion accessories,40.0,2.0,2022-12-10,19:03:00,Ewallet,4.0,0.48,80.0,12,19
1951,WALM006,El Paso,Home and lifestyle,44.0,3.0,2021-03-24,17:40:00,Ewallet,4.0,0.48,132.0,3,17
1952,WALM001,Houston,Fashion accessories,38.0,3.0,2020-06-05,13:23:00,Ewallet,4.0,0.36,114.0,6,13
1953,WALM083,Farmers Branch,Home and lifestyle,78.0,1.0,2020-07-30,13:18:00,Ewallet,7.0,0.33,78.0,7,13
1954,WALM015,Grand Prairie,Fashion accessories,75.0,2.0,2023-05-23,7:06:00,Ewallet,7.0,0.48,150.0,5,7
1955,WALM010,Laredo,Home and lifestyle,55.0,1.0,2021-09-24,19:01:00,Ewallet,6.0,0.48,55.0,9,19
1956,WALM069,Rockwall,Fashion accessories,42.0,2.0,2020-02-01,15:05:00,Ewallet,6.0,0.33,84.0,2,15
1957,WALM063,Georgetown,Home and lifestyle,22.0,3.0,2022-07-20,10:36:00,Ewallet,9.0,0.33,66.0,7,10
1958,WALM045,Missouri City,Fashion accessories,35.0,3.0,2023-04-20,11:57:00,Credit card,4.0,0.48,105.0,4,11
1959,WALM002,Dallas,Home and lifestyle,58.0,2.0,2023-08-17,16:12:00,Ewallet,9.0,0.36,116.0,8,16
1960,WALM053,Conroe,Fashion accessories,66.0,3.0,2021-08-29,12:29:00,Ewallet,6.0,0.57,198.0,8,12
1961,WALM017,McKinney,Home and lifestyle,66.0,3.0,2023-05-11,20:46:00,Ewallet,6.0,0.48,198.0,5,20
1962,WALM008,Corpus Christi,Fashion accessories,43.0,1.0,2023-11-12,10:50:00,Ewallet,8.0,0.48,43.0,11,10
1963,WALM026,Denton,Home and lifestyle,53.0,2.0,2023-08-14,6:47:00,Ewallet,9.0,0.48,106.0,8,6
1964,WALM080,Nacogdoches,Fashion accessories,47.0,3.0,2021-09-18,22:33:00,Ewallet,5.0,0.33,141.0,9,22
1965,WALM012,Garland,Home and lifestyle,78.0,1.0,2022-12-18,6:45:00,Ewallet,7.0,0.48,78.0,12,6
1966,WALM043,Baytown,Fashion accessories,34.0,2.0,2020-05-23,12:21:00,Ewallet,6.0,0.48,68.0,5,12
1967,WALM002,Dallas,Home and lifestyle,45.0,3.0,2021-05-08,20:25:00,Ewallet,9.0,0.36,135.0,5,20
1968,WALM063,Georgetown,Fashion accessories,41.0,1.0,2022-10-25,6:26:00,Ewallet,4.0,0.33,41.0,10,6
1969,WALM042,Bryan,Home and lifestyle,58.0,1.0,2023-02-23,12:28:00,Ewallet,6.0,0.48,58.0,2,12
1970,WALM052,Mansfield,Fashion accessories,75.0,3.0,2023-07-25,9:12:00,Ewallet,5.0,0.57,225.0,7,9
1971,WALM096,Eagle Pass,Home and lifestyle,66.0,1.0,2020-06-10,19:30:00,Ewallet,7.0,0.33,66.0,6,19
1972,WALM069,Rockwall,Fashion accessories,62.0,3.0,2021-06-15,19:15:00,Ewallet,4.0,0.33,186.0,6,19
1973,WALM066,Grapevine,Home and lifestyle,80.0,1.0,2020-10-24,7:27:00,Ewallet,6.0,0.33,80.0,10,7
1974,WALM043,Baytown,Fashion accessories,58.0,1.0,2020-05-26,9:50:00,Ewallet,7.0,0.48,58.0,5,9
1975,WALM027,Abilene,Home and lifestyle,52.0,3.0,2023-01-12,21:41:00,Ewallet,6.0,0.48,156.0,1,21
1976,WALM080,Nacogdoches,Fashion accessories,44.0,2.0,2022-11-30,18:29:00,Ewallet,8.0,0.33,88.0,11,18
1977,WALM078,Del Rio,Home and lifestyle,70.0,1.0,2020-12-25,14:54:00,Ewallet,4.0,0.33,70.0,12,14
1978,WALM018,Frisco,Fashion accessories,31.0,2.0,2023-04-30,22:17:00,Ewallet,7.0,0.48,62.0,4,22
1979,WALM060,DeSoto,Home and lifestyle,46.0,2.0,2020-08-02,12:25:00,Ewallet,5.0,0.33,92.0,8,12
1980,WALM077,Coppell,Fashion accessories,15.0,3.0,2020-09-15,9:50:00,Ewallet,6.0,0.33,45.0,9,9
1981,WALM005,Fort Worth,Home and lifestyle,50.0,1.0,2020-04-03,17:18:00,Ewallet,7.0,0.48,50.0,4,17
1982,WALM026,Denton,Fashion accessories,52.0,3.0,2023-02-05,19:45:00,Ewallet,8.0,0.48,156.0,2,19
1983,WALM016,Brownsville,Home and lifestyle,26.0,2.0,2020-10-13,16:43:00,Ewallet,4.0,0.48,52.0,10,16
